web-scraper-order,web-scraper-start-url,apartamente,apartamente-href,no_of_rooms,surface,no_of_bathrooms,partitioning,price,no_of_terraces,cartier,title,age,user_id,city,county
1628179643-889,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,Apartament cu 1 cameră în zona străzii Răsăritului,https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-marasti-blitz66813ai,1,28,1,Decomandat,250,1,Marasti,Apartament cu 1 cameră în zona străzii Răsăritului, Vechi,1,Cluj,Cluj-Napoca
1628179438-801,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 3 camere, 90 mp, mobilat modern, zona strazii Horea",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz8468ai,3,90,1,Semidecomandat,430,1,Central,"Apartament 3 camere, 90 mp, mobilat modern, zona strazii Horea", Vechi,1,Cluj,Cluj-Napoca
1628180091-1083,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 2 camere decomandate, 60 mp, zona Centrala",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz54359ai,2,60,1,Decomandat,600,1,Central,"Apartament 2 camere decomandate, 60 mp, zona Centrala", Vechi,1,Cluj,Cluj-Napoca
1628180080-1078,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament cu 6 camere, 145 mp, zona Piata Mihai Viteazu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-plus-camere-central-blitz62303ai,4,145,2,Semidecomandat,1500,0,Central,"Apartament cu 6 camere, 145 mp, zona Piata Mihai Viteazu", Nou,1,Cluj,Cluj-Napoca
1628179079-646,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 2 camere, 2 parcari, prima inchiriere, terasa, zona strazii Borhanciului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-borhanci-blitz67587ai,2,56,1,Semidecomandat,700,0,Borhanci,"Apartament 2 camere, 2 parcari, prima inchiriere, terasa, zona strazii Borhanciului", Nou,1,Cluj,Cluj-Napoca
1628179176-688,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"2 camere, 54 mp, modern, parcare, terasa, pet friendly, Viva City",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz66036ai,2,54,1,Semidecomandat,480,0,Gheorgheni,"2 camere, 54 mp, modern, parcare, terasa, pet friendly, Viva City", Nou,1,Cluj,Cluj-Napoca
1628179942-1019,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,Apartament modern in zona centrala a Orasului!,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz54197ai,2,41,1,Semidecomandat,530,0,Central,Apartament modern in zona centrala a Orasului!, Nou,1,Cluj,Cluj-Napoca
1628179399-784,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament de 3 camere, modern/lux, aer conditionat, 65mp, zona Dunarii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-intre-lacuri-blitz66727ai,3,65,1,Semidecomandat,450,2,Intre Lacuri,"Apartament de 3 camere, modern/lux, aer conditionat, 65mp, zona Dunarii", Nou,1,Cluj,Cluj-Napoca
1628179115-662,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament cu 2 camere, 57 mp, mobilat modern, parcare, zona Luminia Residence",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz54027ai,2,57,1,Semidecomandat,550,1,Zorilor,"Apartament cu 2 camere, 57 mp, mobilat modern, parcare, zona Luminia Residence", Nou,1,Cluj,Cluj-Napoca
1628179935-1016,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament cu 1 camera, decomandat, la granita dintre Lacuri si Someseni",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-someseni-blitz55719ai,1,40,1,Decomandat,250,0,Someseni,"Apartament cu 1 camera, decomandat, la granita dintre Lacuri si Someseni", Nou,1,Cluj,Cluj-Napoca
1628179805-959,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"2 camere, decomandat, 76 mp, lift, parcare, zona Louis Pasteur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz69029ai,2,76,1,Decomandat,400,1,Zorilor,"2 camere, decomandat, 76 mp, lift, parcare, zona Louis Pasteur", Vechi,1,Cluj,Cluj-Napoca
1628179564-855,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 3 camere la prima inchiriere, 73 mp, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz67045ai,3,73,1,Semidecomandat,550,2,Zorilor,"Apartament 3 camere la prima inchiriere, 73 mp, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628179215-705,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere, parcare, zona VIVO!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz31669ai,2,43,1,Semidecomandat,350,1,Floresti,"Apartament 2 camere, parcare, zona VIVO!", Nou,1,Cluj,Cluj-Napoca
1628179451-807,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 2 camere, 45 mp, in casa/vila, parcare, zona strazii Barc",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-someseni-blitz26897ai,2,45,1,Semidecomandat,250,0,Someseni,"Apartament 2 camere, 45 mp, in casa/vila, parcare, zona strazii Barc", Vechi,1,Cluj,Cluj-Napoca
1628179773-946,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament de lux 3 camere, 80mp, zona Sesul de Sus",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz56170ai,3,80,1,Decomandat,400,2,Floresti,"Apartament de lux 3 camere, 80mp, zona Sesul de Sus", Nou,1,Cluj,Cluj-Napoca
1628179492-824,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"2 camere decomandate, pet friendly, 54 mp, zona Big, cartier Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz68482ai,2,54,1,Decomandat,430,1,Manastur,"2 camere decomandate, pet friendly, 54 mp, zona Big, cartier Manastur", Nou,1,Cluj,Cluj-Napoca
1628179149-677,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament cu 2 camere, Decomandat, 50 mp, zona strazii Miraslau",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-grigorescu-blitz62667ai,2,50,1,Decomandat,350,0,Grigorescu,"Apartament cu 2 camere, Decomandat, 50 mp, zona strazii Miraslau", Vechi,1,Cluj,Cluj-Napoca
1628179377-775,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 2 camere, decomandat, 55 mp, zona strazii G. Dima",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz67481ai,2,55,1,Decomandat,350,1,Zorilor,"Apartament 2 camere, decomandat, 55 mp, zona strazii G. Dima", Vechi,1,Cluj,Cluj-Napoca
1628180078-1077,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 1 camera, nisa de dormit, 47 mp, Complex Vivido, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-gheorgheni-blitz69236ai,1,47,1,Semidecomandat,380,1,Gheorgheni,"Apartament 1 camera, nisa de dormit, 47 mp, Complex Vivido, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179818-965,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament de 3 camere, pet friendly, zona Florilor!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz69069ai,3,60,1,Semidecomandat,280,2,Floresti,"Apartament de 3 camere, pet friendly, zona Florilor!", Nou,1,Cluj,Cluj-Napoca
1628178957-594,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament cu 2 camere, decomandat, cu parcare, zona strazii Gheorghe Dima",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz62668ai,2,50,1,Decomandat,380,1,Zorilor,"Apartament cu 2 camere, decomandat, cu parcare, zona strazii Gheorghe Dima", Vechi,1,Cluj,Cluj-Napoca
1628178943-588,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 2 camere decomandate, 50 mp, zona srazii Fagului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz62700ai,2,50,1,Decomandat,370,1,Buna Ziua,"Apartament 2 camere decomandate, 50 mp, zona srazii Fagului", Nou,1,Cluj,Cluj-Napoca
1628178871-557,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"2 camere, 56 mp, imobil nou, mobilat modern, zona Dorobantilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz3595ai,2,56,1,Semidecomandat,400,1,Marasti,"2 camere, 56 mp, imobil nou, mobilat modern, zona Dorobantilor", Nou,1,Cluj,Cluj-Napoca
1628179047-633,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament de 1 cameră, zona Zorilor 45 mp.",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz67410ai,1,45,1,Decomandat,350,1,Zorilor,"Apartament de 1 cameră, zona Zorilor 45 mp.", Vechi,1,Cluj,Cluj-Napoca
1628179627-883,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere, zona străzii Donath",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-grigorescu-blitz65542ai,2,60,1,Decomandat,320,2,Grigorescu,"Apartament 2 camere, zona străzii Donath", Vechi,1,Cluj,Cluj-Napoca
1628179221-708,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 3 camere cu doua dormitoare, 90 mp, zona Cinema Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz66104ai,3,90,1,Semidecomandat,400,1,Marasti,"Apartament 3 camere cu doua dormitoare, 90 mp, zona Cinema Marasti", Nou,1,Cluj,Cluj-Napoca
1628179836-973,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 2 camere, 47 mp, garaj, zona strazii Alverna",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-andrei-muresanu-blitz27580ai,2,47,1,Semidecomandat,350,1,Andrei Muresanu,"Apartament 2 camere, 47 mp, garaj, zona strazii Alverna", Nou,1,Cluj,Cluj-Napoca
1628179902-1001,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 2 camere, loc de parcare subteran, 45 mp, zona strazii Oasului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-iris-blitz56254ai,2,45,1,Semidecomandat,300,0,Iris,"Apartament 2 camere, loc de parcare subteran, 45 mp, zona strazii Oasului", Nou,1,Cluj,Cluj-Napoca
1628179097-654,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament de 2 camere, decomandat, 60 mp, parcare, zona strazii Liviu Rebreanu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz61114ai,2,60,1,Decomandat,420,1,Gheorgheni,"Apartament de 2 camere, decomandat, 60 mp, parcare, zona strazii Liviu Rebreanu", Vechi,1,Cluj,Cluj-Napoca
1628179357-766,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament cochet la prima inchiriere, zona VIVO, loc de parcare subteran!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz66847ai,2,61,1,Semidecomandat,420,0,Floresti,"Apartament cochet la prima inchiriere, zona VIVO, loc de parcare subteran!", Nou,1,Cluj,Cluj-Napoca
1628179271-729,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 1 camera, 40mp, parcare, zona strazii Eroilor",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-floresti-blitz52909ai,1,40,1,Decomandat,225,1,Floresti,"Apartament 1 camera, 40mp, parcare, zona strazii Eroilor", Nou,1,Cluj,Cluj-Napoca
1628179911-1005,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament de închiriat în zona străzii Gheorghe Sincai, 65 mp.",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz66994ai,1,65,1,Semidecomandat,350,0,Central,"Apartament de închiriat în zona străzii Gheorghe Sincai, 65 mp.", Vechi,1,Cluj,Cluj-Napoca
1628179481-819,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"3 camere, 75 mp, parcare, nemobilat, zona strazii 21 Decembrie",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz30158ai,3,75,2,Semidecomandat,450,1,Central,"3 camere, 75 mp, parcare, nemobilat, zona strazii 21 Decembrie", Vechi,1,Cluj,Cluj-Napoca
1628179681-906,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Garsoniera de inchiriat, 27 mp utili, terasa, zona UMF",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz61117ai,1,27,1,Semidecomandat,275,0,Zorilor,"Garsoniera de inchiriat, 27 mp utili, terasa, zona UMF", Nou,1,Cluj,Cluj-Napoca
1628178932-583,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 3 camere decomandat, 80 mp, pet friendly si parcare, zona Kaufland",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz62764ai,3,80,1,Decomandat,400,2,Marasti,"Apartament 3 camere decomandat, 80 mp, pet friendly si parcare, zona Kaufland", Nou,1,Cluj,Cluj-Napoca
1628180001-1044,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament de 3 camere, mobilat modern, decomandat, 65 mp, zona strazii Teodor Mihali",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz69159ai,3,65,2,Decomandat,550,0,Marasti,"Apartament de 3 camere, mobilat modern, decomandat, 65 mp, zona strazii Teodor Mihali", Vechi,1,Cluj,Cluj-Napoca
1628179413-790,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"2 camere, 60 mp , imobil nou, mobilat modern, Zona strazii Mircea Eliade",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz13631ai,2,60,1,Semidecomandat,410,1,Zorilor,"2 camere, 60 mp , imobil nou, mobilat modern, Zona strazii Mircea Eliade", Nou,1,Cluj,Cluj-Napoca
1628179336-757,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"3 camere, 70 mp, garaj, zona strazii Tasnad",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz38315ai,3,70,2,Decomandat,450,2,Manastur,"3 camere, 70 mp, garaj, zona strazii Tasnad", Vechi,1,Cluj,Cluj-Napoca
1628179120-664,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament de 2 camere, decomandat, 50 mp, Pet Friendly, zona Centrala",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz66030ai,2,50,1,Decomandat,350,1,Central,"Apartament de 2 camere, decomandat, 50 mp, Pet Friendly, zona Centrala", Vechi,1,Cluj,Cluj-Napoca
1628179577-861,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament de 3 camere, 65 mp, mobilat modern, parcare, zona USAMV",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz66759ai,3,65,2,Semidecomandat,700,1,Manastur,"Apartament de 3 camere, 65 mp, mobilat modern, parcare, zona USAMV", Nou,1,Cluj,Cluj-Napoca
1628179237-714,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament de 1 camera, prima inchirere, 24mp, parcare, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz67864ai,2,24,1,Semidecomandat,300,1,Gheorgheni,"Apartament de 1 camera, prima inchirere, 24mp, parcare, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179663-898,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament cu 3 camere, prima inchiriere, in bloc nou, zona LIDL",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-buna-ziua-blitz62963ai,3,65,1,Semidecomandat,800,0,Buna Ziua,"Apartament cu 3 camere, prima inchiriere, in bloc nou, zona LIDL", Nou,1,Cluj,Cluj-Napoca
1628179138-672,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament de 2 camere, modern, prima inchiriere, proaspat renovat/remobilat, 47mp, zona Titulescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz67671ai,2,47,1,Decomandat,450,0,Gheorgheni,"Apartament de 2 camere, modern, prima inchiriere, proaspat renovat/remobilat, 47mp, zona Titulescu", Nou,1,Cluj,Cluj-Napoca
1628178866-555,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 2 camere, 30 mp, zona strazii Dambovitei",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz32083ai,2,30,1,Semidecomandat,250,0,Marasti,"Apartament 2 camere, 30 mp, zona strazii Dambovitei", Vechi,1,Cluj,Cluj-Napoca
1628179167-684,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 2 camere, 41 mp, Sesul de Sus",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz57049ai,2,41,1,Semidecomandat,200,2,Floresti,"Apartament 2 camere, 41 mp, Sesul de Sus", Nou,1,Cluj,Cluj-Napoca
1628179990-1039,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Inchiriere 3 camere, 62 mp utili, loc parcare, boxa la subsol, zona BIG!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz6870ai,3,62,1,Semidecomandat,400,1,Manastur,"Inchiriere 3 camere, 62 mp utili, loc parcare, boxa la subsol, zona BIG!", Vechi,1,Cluj,Cluj-Napoca
1628179933-1015,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament decomandat mobilat modern, 3 camere in Gheorgheni",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz55901ai,3,60,1,Decomandat,450,1,Gheorgheni,"Apartament decomandat mobilat modern, 3 camere in Gheorgheni", Vechi,1,Cluj,Cluj-Napoca
1628178893-567,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 2 camere, decomandate, zona OMV Marasti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz65544ai,2,58,1,Decomandat,380,2,Marasti,"Apartament 2 camere, decomandate, zona OMV Marasti", Nou,1,Cluj,Cluj-Napoca
1628180010-1048,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 3 camere, 80 mp, zona strazii Donath",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-grigorescu-blitz65661ai,3,80,1,Decomandat,350,1,Grigorescu,"Apartament 3 camere, 80 mp, zona strazii Donath", Vechi,1,Cluj,Cluj-Napoca
1628180039-1061,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"Apartament 1 camere, 50 mp, zona strazii Victor Babes",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz59432ai,1,50,1,Semidecomandat,450,0,Central,"Apartament 1 camere, 50 mp, zona strazii Victor Babes", Nou,1,Cluj,Cluj-Napoca
1628179063-640,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament 2 camere, zona străzii Aurel Vlaicu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz65543ai,2,56,1,Decomandat,350,0,Marasti,"Apartament 2 camere, zona străzii Aurel Vlaicu", Vechi,1,Cluj,Cluj-Napoca
1628179316-748,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 2 camere , modern, 50 mp, parcare, zona Florilor!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz67213ai,2,50,1,Semidecomandat,250,1,Floresti,"Apartament 2 camere , modern, 50 mp, parcare, zona Florilor!", Nou,1,Cluj,Cluj-Napoca
1628178995-610,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament in zona centrala a orasului, 2 camere, lux",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz62634ai,2,60,1,Semidecomandat,699,0,Central,"Apartament in zona centrala a orasului, 2 camere, lux", Nou,1,Cluj,Cluj-Napoca
1628180116-1094,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 2 camere, 60 mp, terasa, parcare, A.C., complex Record Park",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz69320ai,2,60,1,Semidecomandat,580,0,Central,"Apartament 2 camere, 60 mp, terasa, parcare, A.C., complex Record Park", Nou,1,Cluj,Cluj-Napoca
1628179286-736,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 1 camera, 30 mp, zona strazii Zorilor, prima inchiriere",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz60744ai,1,30,1,Decomandat,250,1,Zorilor,"Apartament 1 camera, 30 mp, zona strazii Zorilor, prima inchiriere", Nou,1,Cluj,Cluj-Napoca
1628179289-737,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament de 1 camera, renovat, parcare, pet-friendly, zona Lombului",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-dambul-rotund-blitz67938ai,1,24,1,Semidecomandat,220,0,Dambul Rotund,"Apartament de 1 camera, renovat, parcare, pet-friendly, zona Lombului", Nou,1,Cluj,Cluj-Napoca
1628179103-657,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Apartament 3 camere, decomandat, 75 mp, parcare, zona Kaufland",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz61459ai,3,75,1,Decomandat,400,2,Marasti,"Apartament 3 camere, decomandat, 75 mp, parcare, zona Kaufland", Nou,1,Cluj,Cluj-Napoca
1628178882-562,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament cu 3 camere, decomandat, 67 mp , zona Gradini Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz62528ai,3,67,1,Decomandat,400,1,Manastur,"Apartament cu 3 camere, decomandat, 67 mp , zona Gradini Manastur", Vechi,1,Cluj,Cluj-Napoca
