web-scraper-order,web-scraper-start-url,apartamente,apartamente-href,no_of_rooms,surface,no_of_bathrooms,partitioning,price,no_of_terraces,cartier,title,age,user_id,city,county
1628179429-797,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"2 camere, mobilat modern, la prima inchiriere, Dorobantilor,cu parcare subterana",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-marasti-blitz2102ai,2,53,1,Semidecomandat,500,0,Marasti,"2 camere, mobilat modern, la prima inchiriere, Dorobantilor,cu parcare subterana", Nou,1,Cluj,Cluj-Napoca
1628179879-992,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"3 camere, decomandat, modern, 58 mp, Zona strazii Luis Pasteur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz63333ai,3,58,1,Decomandat,590,2,Zorilor,"3 camere, decomandat, modern, 58 mp, Zona strazii Luis Pasteur", Nou,1,Cluj,Cluj-Napoca
1628179958-1026,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 3 camere, decomandat, 68 mp, zona strazii Calea Floresti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz36831ai,3,70,2,Decomandat,380,2,Manastur,"Apartament 3 camere, decomandat, 68 mp, zona strazii Calea Floresti", Vechi,1,Cluj,Cluj-Napoca
1628179266-727,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere, prima inchiriere, AC, 42 mp, zona strazii Horea, Central",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz67910ai,2,42,1,Semidecomandat,460,0,Central,"Apartament 2 camere, prima inchiriere, AC, 42 mp, zona strazii Horea, Central", Nou,1,Cluj,Cluj-Napoca
1628179570-858,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere, 55 mp, mobilat modern, garaj, zona strazii Bucuresti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz66762ai,2,55,1,Semidecomandat,550,0,Central,"Apartament 2 camere, 55 mp, mobilat modern, garaj, zona strazii Bucuresti", Nou,1,Cluj,Cluj-Napoca
1628179706-917,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 3 camere, totul nou ! 61 mp, zona strazii Grigore Alexandrescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz63959ai,3,61,1,Semidecomandat,500,1,Manastur,"Apartament 3 camere, totul nou ! 61 mp, zona strazii Grigore Alexandrescu", Nou,1,Cluj,Cluj-Napoca
1628178912-574,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"3 camere, decomandat, 76 mp utili, parcare, zona Piata Flora",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz5581ai,3,76,1,Decomandat,360,1,Manastur,"3 camere, decomandat, 76 mp utili, parcare, zona Piata Flora", Vechi,1,Cluj,Cluj-Napoca
1628179282-734,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 4 camere, decomandat, 91 mp, zona strazii Fantanele",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-grigorescu-blitz66515ai,4,91,2,Decomandat,490,1,Grigorescu,"Apartament 4 camere, decomandat, 91 mp, zona strazii Fantanele", Nou,1,Cluj,Cluj-Napoca
1628179532-842,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament de 2 camere, modern, 50 mp, parcare subterana, zona Golden Tulip",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz68584ai,2,50,1,Semidecomandat,400,1,Zorilor,"Apartament de 2 camere, modern, 50 mp, parcare subterana, zona Golden Tulip", Nou,1,Cluj,Cluj-Napoca
1628179206-701,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"1 camera, 30 mp, prima inchiriere, zona strazii Louis Pasteur",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-zorilor-blitz61700ai,1,30,1,Semidecomandat,250,1,Zorilor,"1 camera, 30 mp, prima inchiriere, zona strazii Louis Pasteur", Nou,1,Cluj,Cluj-Napoca
1628179615-878,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 2 camere, 50 mp, parcare, imobil nou, zona Aleea Negoiu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz68692ai,2,50,1,Semidecomandat,350,1,Manastur,"Apartament 2 camere, 50 mp, parcare, imobil nou, zona Aleea Negoiu", Nou,1,Cluj,Cluj-Napoca
1628179512-833,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 2 camere decomandate, 50 mp, zona Aleea Clabucet",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz53367ai,2,50,1,Decomandat,320,1,Manastur,"Apartament 2 camere decomandate, 50 mp, zona Aleea Clabucet", Nou,1,Cluj,Cluj-Napoca
1628179789-953,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 2 camere modern, 52 mp, Zona Muzeul Apei!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz60909ai,2,52,1,Semidecomandat,230,0,Floresti,"Apartament 2 camere modern, 52 mp, Zona Muzeul Apei!", Nou,1,Cluj,Cluj-Napoca
1628180105-1089,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Oportunitate! 4 camere, decomandat, pet friendly, zona strazii Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-manastur-blitz51657ai,4,78,2,Decomandat,340,1,Manastur,"Oportunitate! 4 camere, decomandat, pet friendly, zona strazii Mehedinti", Vechi,1,Cluj,Cluj-Napoca
1628179004-614,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament cu 2 camere, 90 mp, loc de parcare, gradina, terasa, pet frendly, zona strazii Artarului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz55792ai,2,90,1,Semidecomandat,650,1,Buna Ziua,"Apartament cu 2 camere, 90 mp, loc de parcare, gradina, terasa, pet frendly, zona strazii Artarului", Nou,1,Cluj,Cluj-Napoca
1628179280-733,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Garsoniera, 25 mp, pet friendly, zona strazii Cojocnei",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-marasti-blitz65741ai,1,25,1,Semidecomandat,200,0,Marasti,"Garsoniera, 25 mp, pet friendly, zona strazii Cojocnei", Vechi,1,Cluj,Cluj-Napoca
1628179766-943,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 3 camere, decomandat, 72 mp, zona Platinia Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz52711ai,3,72,1,Decomandat,599,1,Manastur,"Apartament 3 camere, decomandat, 72 mp, zona Platinia Manastur", Nou,1,Cluj,Cluj-Napoca
1628178885-563,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament cu 2 camere, 46 de mp, cu loc de parcare, zona strazii Eugen Ionesco",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-europa-blitz56499ai,2,46,1,Decomandat,350,1,Europa,"Apartament cu 2 camere, 46 de mp, cu loc de parcare, zona strazii Eugen Ionesco", Nou,1,Cluj,Cluj-Napoca
1628178998-611,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,Apartament reinterpretat intr-un stil clasic al Clujului!,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz59740ai,3,85,2,Semidecomandat,1350,0,Central,Apartament reinterpretat intr-un stil clasic al Clujului!, Nou,1,Cluj,Cluj-Napoca
1628179471-816,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 2 camere, pet friendly, 50 mp, decomandat, zona Gradini Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz54706ai,2,55,1,Decomandat,400,1,Manastur,"Apartament 2 camere, pet friendly, 50 mp, decomandat, zona Gradini Manastur", Nou,1,Cluj,Cluj-Napoca
1628180107-1090,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere, 67 mp, zona Constantin Brancusi",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz16740ai,3,67,1,Semidecomandat,270,1,Gheorgheni,"Apartament 3 camere, 67 mp, zona Constantin Brancusi", Vechi,1,Cluj,Cluj-Napoca
1628179523-838,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 1 camera, 40 mp, parcare, decomandat, zona strazii Campina",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-marasti-blitz31964ai,1,40,1,Decomandat,300,0,Marasti,"Apartament 1 camera, 40 mp, parcare, decomandat, zona strazii Campina", Nou,1,Cluj,Cluj-Napoca
1628179886-994,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 2 camere, 48 mp, petfriendly, parcare, zona strazii Tineretului!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-floresti-blitz54750ai,2,48,1,Semidecomandat,185,1,Floresti,"Apartament 2 camere, 48 mp, petfriendly, parcare, zona strazii Tineretului!", Nou,1,Cluj,Cluj-Napoca
1628179415-791,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament cu 2 dormitoare, terasa, zona Calea Motilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz16997ai,2,65,1,Decomandat,550,0,Central,"Apartament cu 2 dormitoare, terasa, zona Calea Motilor", Nou,1,Cluj,Cluj-Napoca
1628179931-1014,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament cu 2 camere, 2 bai, 85 mp, zona Eroilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz59894ai,2,85,2,Decomandat,550,0,Central,"Apartament cu 2 camere, 2 bai, 85 mp, zona Eroilor", Nou,1,Cluj,Cluj-Napoca
1628179661-897,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 2 camere decomandate, 60 mp, etaj intermediar, zona strazii Mehedinti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz34924ai,2,60,1,Decomandat,300,1,Manastur,"Apartament 2 camere decomandate, 60 mp, etaj intermediar, zona strazii Mehedinti", Vechi,1,Cluj,Cluj-Napoca
1628179861-984,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament cu 1 cameră, în zona străzii Alexandru Rosca 42mp.",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-borhanci-blitz67913ai,1,42,1,Semidecomandat,350,1,Borhanci,"Apartament cu 1 cameră, în zona străzii Alexandru Rosca 42mp.", Nou,1,Cluj,Cluj-Napoca
1628179645-890,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,Apartament cu o cameră în zona străzii Almașului 26mp+balcon inchis,https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz66679ai,1,26,1,Decomandat,250,1,Manastur,Apartament cu o cameră în zona străzii Almașului 26mp+balcon inchis, Vechi,1,Cluj,Cluj-Napoca
1628179305-744,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"Apartament 2 camere, 60 mp, zona centrala",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-central-blitz66986ai,2,60,1,Decomandat,500,1,Central,"Apartament 2 camere, 60 mp, zona centrala", Nou,1,Cluj,Cluj-Napoca
1628179929-1013,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"2 camere, 65 mp, decomandat, zona strazii Titulescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz62053ai,2,65,1,Decomandat,350,1,Gheorgheni,"2 camere, 65 mp, decomandat, zona strazii Titulescu", Vechi,1,Cluj,Cluj-Napoca
1628179791-954,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 3 camere, 64 mp, parcare, zona Teilor!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz58909ai,3,64,1,Decomandat,300,1,Floresti,"Apartament 3 camere, 64 mp, parcare, zona Teilor!", Nou,1,Cluj,Cluj-Napoca
1628179018-620,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Parter de casa cu 2 camere, 90 mp, terasa si gradina de 80 mp, nou, zona strazii Eliade",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz49164ai,2,90,1,Semidecomandat,750,0,Zorilor,"Parter de casa cu 2 camere, 90 mp, terasa si gradina de 80 mp, nou, zona strazii Eliade", Nou,1,Cluj,Cluj-Napoca
1628179796-956,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament 3 camere, 80mp, AC, scara interioara, zona Lidl",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz38293ai,3,80,1,Semidecomandat,270,3,Floresti,"Apartament 3 camere, 80mp, AC, scara interioara, zona Lidl", Nou,1,Cluj,Cluj-Napoca
1628179435-800,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 3 camere, 65 mp, parcare, zona strazii Observator",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz53678ai,3,65,2,Decomandat,420,2,Zorilor,"Apartament 3 camere, 65 mp, parcare, zona strazii Observator", Vechi,1,Cluj,Cluj-Napoca
1628179735-929,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Studio 48 mp, decomandat, complet mobilat si utilat in zona Farmec",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-marasti-blitz3131ai,1,48,1,Decomandat,350,1,Marasti,"Studio 48 mp, decomandat, complet mobilat si utilat in zona Farmec", Nou,1,Cluj,Cluj-Napoca
1628179383-778,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=10,"Apartament 3 camere, 65 mp, parcare, zona strazii Al. Vlahuta",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-grigorescu-blitz46227ai,3,65,1,Semidecomandat,450,1,Grigorescu,"Apartament 3 camere, 65 mp, parcare, zona strazii Al. Vlahuta", Vechi,1,Cluj,Cluj-Napoca
1628178986-607,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=15,"Apartament 2 camere, mobilat de lux, balcon, garaj subteran, zona Sophia Residence",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-buna-ziua-blitz30865ai,2,56,1,Semidecomandat,650,1,Buna Ziua,"Apartament 2 camere, mobilat de lux, balcon, garaj subteran, zona Sophia Residence", Nou,1,Cluj,Cluj-Napoca
1628179113-661,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=13,"Garsoniera, recent renovata, moderna, 28 mp, zona Detunata",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-gheorgheni-blitz54239ai,1,28,1,Decomandat,320,1,Gheorgheni,"Garsoniera, recent renovata, moderna, 28 mp, zona Detunata", Nou,1,Cluj,Cluj-Napoca
1628179201-699,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Totul nou, garsoniera, 30 mp, terasa, Mina Residence",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-buna-ziua-blitz63025ai,1,30,1,Semidecomandat,400,0,Buna Ziua,"Totul nou, garsoniera, 30 mp, terasa, Mina Residence", Nou,1,Cluj,Cluj-Napoca
1628179809-961,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament 3 camere, 62 mp, imobil nou, zona Piata 1 Mai",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-marasti-blitz38794ai,3,62,1,Semidecomandat,450,1,Marasti,"Apartament 3 camere, 62 mp, imobil nou, zona Piata 1 Mai", Nou,1,Cluj,Cluj-Napoca
1628179499-827,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"2 camere, 40 mp, zona Piata Hermes",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz36681ai,2,40,1,Semidecomandat,280,0,Gheorgheni,"2 camere, 40 mp, zona Piata Hermes", Vechi,1,Cluj,Cluj-Napoca
1628179029-625,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Penthouse 110 mp, parcare, imobil nou, zona Bulevardului 21 Decembrie 1918",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-central-blitz29554ai,4,110,2,Semidecomandat,1500,2,Central,"Penthouse 110 mp, parcare, imobil nou, zona Bulevardului 21 Decembrie 1918", Nou,1,Cluj,Cluj-Napoca
1628179257-723,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"2 camere decomandate, 52 mp, zona Calea Floresti",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz61736ai,2,52,1,Decomandat,300,1,Manastur,"2 camere decomandate, 52 mp, zona Calea Floresti", Nou,1,Cluj,Cluj-Napoca
1628179444-804,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 4 camere, 80 mp, decomandat, 2 bai, zona BRD",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-4-camere-marasti-blitz53010ai,4,80,2,Decomandat,500,1,Marasti,"Apartament 4 camere, 80 mp, decomandat, 2 bai, zona BRD", Vechi,1,Cluj,Cluj-Napoca
1628179629-884,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Apartament 3 camere, 70 mp, zona străzii Lăcrămioarelor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-andrei-muresanu-blitz65540ai,3,70,2,Decomandat,450,1,Andrei Muresanu,"Apartament 3 camere, 70 mp, zona străzii Lăcrămioarelor", Vechi,1,Cluj,Cluj-Napoca
1628179906-1003,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament cu 2 camere, 60 mp, lux, prima inchiriere, parcare, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-gheorgheni-blitz50147ai,2,60,1,Semidecomandat,650,1,Gheorgheni,"Apartament cu 2 camere, 60 mp, lux, prima inchiriere, parcare, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179508-831,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,"Apartament 2 camere, 50 mp, imobil nou, parcare, terasa, zona strazii G.V.Bibescu. Disponibil din 1 Octombrie",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz30754ai,2,50,1,Semidecomandat,450,1,Zorilor,"Apartament 2 camere, 50 mp, imobil nou, parcare, terasa, zona strazii G.V.Bibescu. Disponibil din 1 Octombrie", Nou,1,Cluj,Cluj-Napoca
1628179737-930,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Garsoniera, prima inchiriere, zona Auchan Iris",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-marasti-blitz31348ai,1,24,1,Semidecomandat,170,0,Marasti,"Garsoniera, prima inchiriere, zona Auchan Iris", Vechi,1,Cluj,Cluj-Napoca
1628179566-856,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=7,"Prima inchiriere, 3 camere, parcare subterana, 67 mp, zona Calea Turzii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-buna-ziua-blitz67040ai,3,67,2,Semidecomandat,550,1,Buna Ziua,"Prima inchiriere, 3 camere, parcare subterana, 67 mp, zona Calea Turzii", Nou,1,Cluj,Cluj-Napoca
1628179827-969,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament cu 3 camere, 71 mp utili, zona strazii Lunii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz5551ai,3,71,2,Semidecomandat,450,0,Zorilor,"Apartament cu 3 camere, 71 mp utili, zona strazii Lunii", Vechi,1,Cluj,Cluj-Napoca
1628179949-1022,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament cu 3 camere, decomandate, 70 mp, zona N.Titulescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz49605ai,3,70,2,Decomandat,470,1,Gheorgheni,"Apartament cu 3 camere, decomandate, 70 mp, zona N.Titulescu", Vechi,1,Cluj,Cluj-Napoca
1628179165-683,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament 3 camere decomandate, 68 mp, zona strazii Zorilor",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-zorilor-blitz10158ai,3,68,2,Decomandat,470,0,Zorilor,"Apartament 3 camere decomandate, 68 mp, zona strazii Zorilor", Vechi,1,Cluj,Cluj-Napoca
1628179814-963,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"2 camere, 57 mp, parcare, zona VIVO",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz68458ai,2,57,1,Semidecomandat,330,0,Manastur,"2 camere, 57 mp, parcare, zona VIVO", Nou,1,Cluj,Cluj-Napoca
1628179420-793,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament nemobilat, 3 camere, 71 mp, 2 parcari, Donath Park",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-grigorescu-blitz68362ai,3,71,1,Semidecomandat,380,0,Grigorescu,"Apartament nemobilat, 3 camere, 71 mp, 2 parcari, Donath Park", Nou,1,Cluj,Cluj-Napoca
1628179762-941,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=5,"Apartament cu 2 camere, 50 mp, decomandat, zona strazii Campului",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz51361ai,2,50,1,Decomandat,290,1,Manastur,"Apartament cu 2 camere, 50 mp, decomandat, zona strazii Campului", Vechi,1,Cluj,Cluj-Napoca
1628179291-738,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=11,"3 camere, 60 mp, zona strazii Primaverii, cartier Manastur",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz61739ai,3,60,1,Semidecomandat,300,0,Manastur,"3 camere, 60 mp, zona strazii Primaverii, cartier Manastur", Nou,1,Cluj,Cluj-Napoca
1628180021-1053,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"3 camere, 75 mp, mobilat lux, parcare, zona Iulius Mall",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-gheorgheni-blitz15796ai,3,75,2,Semidecomandat,800,1,Gheorgheni,"3 camere, 75 mp, mobilat lux, parcare, zona Iulius Mall", Nou,1,Cluj,Cluj-Napoca
1628179870-988,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=4,"Apartament cu 3 camere, în zona străzii Petuniei cu parcare inclusă",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-grigorescu-blitz66086ai,3,60,1,Decomandat,450,1,Grigorescu,"Apartament cu 3 camere, în zona străzii Petuniei cu parcare inclusă", Vechi,1,Cluj,Cluj-Napoca
1628179697-913,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=6,"Apartament 2 camere, 45 mp, imobil nou, zona strazii Padurii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-zorilor-blitz26984ai,2,45,1,Semidecomandat,300,0,Zorilor,"Apartament 2 camere, 45 mp, imobil nou, zona strazii Padurii", Nou,1,Cluj,Cluj-Napoca
1628180109-1091,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Apartament 3 camere, semimobilat, 74 mp, zona VIVO",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-floresti-blitz57336ai,3,74,1,Semidecomandat,350,1,Floresti,"Apartament 3 camere, semimobilat, 74 mp, zona VIVO", Nou,1,Cluj,Cluj-Napoca
1628179528-840,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=8,Servus! Cauti un nou apartament de inchiriat in Cluj?,https://www.blitz.ro/cluj-napoca/apartament-inchiriat-2-camere-manastur-blitz37729ai,2,52,1,Decomandat,300,1,Manastur,Servus! Cauti un nou apartament de inchiriat in Cluj?, Vechi,1,Cluj,Cluj-Napoca
1628178900-570,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=16,"Apartament 3 camere, 65 mp, zona strazii Grigore Alexandrescu",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz42456ai,3,65,1,Semidecomandat,320,1,Manastur,"Apartament 3 camere, 65 mp, zona strazii Grigore Alexandrescu", Vechi,1,Cluj,Cluj-Napoca
1628180037-1060,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=2,"3 camere, 72 mp, decomandat, NOU, 2 bai, 2 balcoane, pet friendly, zona strazii Primaverii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-manastur-blitz16962ai,3,72,2,Decomandat,550,2,Manastur,"3 camere, 72 mp, decomandat, NOU, 2 bai, 2 balcoane, pet friendly, zona strazii Primaverii", Vechi,1,Cluj,Cluj-Napoca
1628179033-627,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=14,"Apartament cu 3 camere, 80 mp, imobil nou, mobilat lux, totul nou, la prima inchiriere",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-andrei-muresanu-blitz15673ai,3,80,2,Semidecomandat,750,1,Andrei Muresanu,"Apartament cu 3 camere, 80 mp, imobil nou, mobilat lux, totul nou, la prima inchiriere", Nou,1,Cluj,Cluj-Napoca
1628180096-1085,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=1,"Garsoniera, renovata, 32 mp, pet friendly, zona strazii Parang",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-manastur-blitz69248ai,1,32,1,Decomandat,250,0,Manastur,"Garsoniera, renovata, 32 mp, pet friendly, zona strazii Parang", Vechi,1,Cluj,Cluj-Napoca
1628179926-1012,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=3,"Apartament 3 camere, 60 mp, pretabil pentru birou, zona Autogarii",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-dambul-rotund-blitz57640ai,3,60,1,Semidecomandat,280,0,Dambul Rotund,"Apartament 3 camere, 60 mp, pretabil pentru birou, zona Autogarii", Nou,1,Cluj,Cluj-Napoca
1628179208-702,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=12,"Apartament de lux, 3 camere, la prima inchiriere in centrul orasului!",https://www.blitz.ro/cluj-napoca/apartament-inchiriat-3-camere-central-blitz50850ai,3,75,2,Semidecomandat,950,0,Central,"Apartament de lux, 3 camere, la prima inchiriere in centrul orasului!", Nou,1,Cluj,Cluj-Napoca
1628179453-808,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"Apartament 1 camera, decomandat, 30 mp, zona strazii Detunata",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-gheorgheni-blitz59932ai,1,30,1,Decomandat,200,1,Gheorgheni,"Apartament 1 camera, decomandat, 30 mp, zona strazii Detunata", Nou,1,Cluj,Cluj-Napoca
1628179442-803,https://www.blitz.ro/cluj-napoca/inchirieri-apartamente?page=9,"O cameră, ultracentral, la prima inchiriere, loc de parcare!",https://www.blitz.ro/cluj-napoca/garsoniera-inchiriat-central-blitz39371ai,1,52,1,Decomandat,370,0,Central,"O cameră, ultracentral, la prima inchiriere, loc de parcare!", Nou,1,Cluj,Cluj-Napoca
